Country,State,Year,Month,"Central Goods And Services Tax (Cgst) Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","State Goods And Services Tax (Sgst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Integrated Goods And Services Tax (Igst)Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Cess Tax Revenue (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Revenue Collection (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,West Bengal,"Financial Year (Apr - Mar), 2021","September, 2021",1126.131498,1412.849032,1007.644445,231.66837,3778.2933449999996
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021","August, 2021",7.7005061,10.5194531,1.574202,0.035413,19.829574199999996
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021","August, 2021",626.6141004,867.8272634,956.4799226,140.5704745,2591.4917609
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021","August, 2021",19.6022827,23.7235394,9.8055088,0.2176297,53.3489606
India,Assam,"Financial Year (Apr - Mar), 2021","August, 2021",273.3173989,338.0158859,315.810505,31.6320632,958.7758529999999
India,Bihar,"Financial Year (Apr - Mar), 2021","August, 2021",287.832304,478.6689544,144.7337873,125.71946,1036.9545057
India,Chandigarh,"Financial Year (Apr - Mar), 2021","August, 2021",27.8288395,38.4019824,77.5245918,0.4111586,144.16657229999998
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021","August, 2021",455.5551133,536.6280798,812.903238,585.4092958,2390.4957269
India,Delhi,"Financial Year (Apr - Mar), 2021","August, 2021",721.3878008,876.0092163,1926.192136,81.8900017,3605.4791548
India,Goa,"Financial Year (Apr - Mar), 2021","August, 2021",63.2793029,92.3722657,128.2638334,1.1056478,285.02104979999996
India,Gujarat,"Financial Year (Apr - Mar), 2021","August, 2021",2000.885398,2499.94862,2507.437373,547.9647341,7556.2361251
India,Haryana,"Financial Year (Apr - Mar), 2021","August, 2021",941.229881,1287.056576,2902.082662,487.2888899,5617.6580089
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021","August, 2021",115.2297775,173.9890497,414.1567674,0.7894508,704.1650454
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021","August, 2021",102.6225976,154.2935074,126.3436918,8.5678467,391.8276435
India,Jharkhand,"Financial Year (Apr - Mar), 2021","August, 2021",377.7035683,492.9174282,911.7083562,384.1431862,2166.4725389
India,Karnataka,"Financial Year (Apr - Mar), 2021","August, 2021",1789.7076,2284.474526,2551.264714,804.0152263,7429.4620663
India,Kerala,"Financial Year (Apr - Mar), 2021","August, 2021",494.285886,710.6898214,404.1917749,2.7584552,1611.9259375
India,Ladakh,"Financial Year (Apr - Mar), 2021","August, 2021",4.7329232,6.0456295,3.569461,0.0025531,14.350566800000001
India,Lakshadweep,"Financial Year (Apr - Mar), 2021","August, 2021",0.6032901,0.6537915,0.0551395,0.0,1.3122211
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021","August, 2021",578.8690769,767.3083361,630.0130068,461.8717382,2438.0621579999997
India,Maharashtra,"Financial Year (Apr - Mar), 2021","August, 2021",4114.792794,5068.312602,4974.446348,1017.089357,15174.641101000001
India,Manipur,"Financial Year (Apr - Mar), 2021","August, 2021",15.8439307,23.2022068,5.4326768,0.0409283,44.5197426
India,Meghalaya,"Financial Year (Apr - Mar), 2021","August, 2021",22.6377473,27.5996564,66.9532118,2.168961,119.3595765
India,Mizoram,"Financial Year (Apr - Mar), 2021","August, 2021",5.8922654,8.0496038,1.9727424,0.032614,15.9472256
India,Nagaland,"Financial Year (Apr - Mar), 2021","August, 2021",11.3109343,14.7079882,5.3915212,0.4268125,31.837256200000002
India,Odisha,"Financial Year (Apr - Mar), 2021","August, 2021",792.9298645,956.4717964,948.2063157,618.9404047,3316.5483813
India,Puducherry,"Financial Year (Apr - Mar), 2021","August, 2021",17.4883752,30.9316976,107.5045533,0.4517526,156.3763787
India,Punjab,"Financial Year (Apr - Mar), 2021","August, 2021",363.1658115,529.7583695,502.9374677,18.2731134,1414.1347621
India,Rajasthan,"Financial Year (Apr - Mar), 2021","August, 2021",797.7082434,1029.310328,1057.054838,164.4548335,3048.5282429
India,Sikkim,"Financial Year (Apr - Mar), 2021","August, 2021",12.5695294,16.2257863,190.2551379,0.0320224,219.08247599999999
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021","August, 2021",1857.136233,2460.304365,2048.1703,694.3219445,7059.9328425
India,Telangana,"Financial Year (Apr - Mar), 2021","August, 2021",855.5244191,1123.08815,1041.717028,505.1991563,3525.5287534000004
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2021","August, 2021",29.393194700000000000000000000,40.357853600000000000000000000,184.687845300000000000000000000,0.099910100000000000000000000,254.538803700000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2021","August, 2021",21.140118,27.6544739,6.9566503,0.1587298,55.909972
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021","August, 2021",1377.190866,1903.536699,1621.479032,1043.914841,5946.121438
India,Uttarakhand,"Financial Year (Apr - Mar), 2021","August, 2021",213.2925325,303.1724035,566.184655,6.8440065,1089.4935974999999
India,West Bengal,"Financial Year (Apr - Mar), 2021","August, 2021",1118.610113,1396.347597,900.1181911,263.3769268,3678.4528278999996
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021","July, 2021",5.9263008,10.0859678,2.4915426,0.0603712,18.564182399999996
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021","July, 2021",669.411257,927.7718759,956.1925597,176.9655992,2730.3412918
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021","July, 2021",21.249657,26.1455185,8.0611235,0.0339376,55.4902366
India,Assam,"Financial Year (Apr - Mar), 2021","July, 2021",281.3961761,355.6062732,225.6934866,19.2561915,881.9521274
India,Bihar,"Financial Year (Apr - Mar), 2021","July, 2021",357.1898003,603.2611046,149.3358793,171.2053596,1280.9921438000001
India,Chandigarh,"Financial Year (Apr - Mar), 2021","July, 2021",30.5825151,42.0293143,95.9209153,0.3823045,168.91504920000003
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021","July, 2021",536.4601481,618.7361421,772.1266747,505.1194919,2432.4424568
India,Delhi,"Financial Year (Apr - Mar), 2021","July, 2021",773.7629736,947.3441351,2040.366482,53.5907506,3815.0643413
India,Goa,"Financial Year (Apr - Mar), 2021","July, 2021",76.5710986,104.9905925,120.6954027,1.0861402,303.343234
India,Gujarat,"Financial Year (Apr - Mar), 2021","July, 2021",2183.056103,2703.739137,2310.170482,431.6756059,7628.641327899999
India,Haryana,"Financial Year (Apr - Mar), 2021","July, 2021",944.6847972,1259.798413,2700.656903,424.4959028,5329.636016
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021","July, 2021",120.777412,184.5983582,360.3756658,0.88872,666.640156
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021","July, 2021",112.0738607,182.9451717,129.403881,7.3557202,431.77863360000003
India,Jharkhand,"Financial Year (Apr - Mar), 2021","July, 2021",365.123207,482.4899719,792.8687121,415.9175798,2056.3994708
India,Karnataka,"Financial Year (Apr - Mar), 2021","July, 2021",1797.442407,2263.525763,2393.735313,281.7992987,6736.5027817
India,Kerala,"Financial Year (Apr - Mar), 2021","July, 2021",522.6166131,750.5680599,399.1036149,2.8597751,1675.1480629999999
India,Ladakh,"Financial Year (Apr - Mar), 2021","July, 2021",4.4402339,6.0751404,2.4312379,0.0008807,12.9474929
India,Lakshadweep,"Financial Year (Apr - Mar), 2021","July, 2021",0.4517638,0.4778881,0.026311,0.0,0.9559629
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021","July, 2021",644.3884716,855.9375194,672.6844017,484.0333929,2657.0437856
India,Maharashtra,"Financial Year (Apr - Mar), 2021","July, 2021",5133.107199,6092.955243,6605.471932,1067.729308,18899.263682000004
India,Manipur,"Financial Year (Apr - Mar), 2021","July, 2021",14.0881726,19.8369413,3.1859331,0.2666805,37.3777275
India,Meghalaya,"Financial Year (Apr - Mar), 2021","July, 2021",21.8990329,28.9810087,70.1006494,0.1184172,121.09910819999999
India,Mizoram,"Financial Year (Apr - Mar), 2021","July, 2021",6.9372645,11.3820592,2.6355256,0.0316353,20.986484600000004
India,Nagaland,"Financial Year (Apr - Mar), 2021","July, 2021",8.8937522,12.4967081,6.1980135,0.586859,28.175332800000003
India,Odisha,"Financial Year (Apr - Mar), 2021","July, 2021",927.5174742,1067.354943,1028.161047,592.2005496,3615.2340138000004
India,Puducherry,"Financial Year (Apr - Mar), 2021","July, 2021",18.973856,32.8902653,76.6713574,0.0824988,128.6179775
India,Punjab,"Financial Year (Apr - Mar), 2021","July, 2021",398.2684805,597.683564,516.7285779,20.3453375,1533.0259599
India,Rajasthan,"Financial Year (Apr - Mar), 2021","July, 2021",858.4332418,1144.634444,1006.668338,119.0620806,3128.7981044000003
India,Sikkim,"Financial Year (Apr - Mar), 2021","July, 2021",15.6395229,23.6731483,158.001789,0.0203998,197.33486
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021","July, 2021",1722.263371,2257.007961,1764.37729,558.4729842,6302.121606199999
India,Telangana,"Financial Year (Apr - Mar), 2021","July, 2021",855.6923735,1151.569122,1101.584627,500.7154254,3609.5615479000003
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2021","July, 2021",33.222849800000000000000000000,42.521060900000000000000000000,151.565755200000000000000000000,0.039987600000000000000000000,227.3496535000000000600000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2021","July, 2021",24.5442768,32.6801977,7.5783386,0.4288429,65.231656
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021","July, 2021",1414.221025,2030.786718,1565.303675,1000.330111,6010.641529
India,Uttarakhand,"Financial Year (Apr - Mar), 2021","July, 2021",226.8403377,313.2202778,558.2692189,7.3041478,1105.6339822
India,West Bengal,"Financial Year (Apr - Mar), 2021","July, 2021",1061.180367,1346.363193,924.3682058,130.7715403,3462.6833061
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021","June, 2021",4.2507496,5.6172491,1.66429,0.0148091,11.547097800000001
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021","June, 2021",512.1139121,653.8223022,784.2639809,100.5744608,2050.7746559999996
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021","June, 2021",13.1824858,15.906485,3.8729413,0.1304558,33.0923679
India,Assam,"Financial Year (Apr - Mar), 2021","June, 2021",187.9134895,235.1583206,208.8190098,29.9288288,661.8196487
India,Bihar,"Financial Year (Apr - Mar), 2021","June, 2021",242.4599312,368.6196086,119.8613102,158.0056039,888.9464539
India,Chandigarh,"Financial Year (Apr - Mar), 2021","June, 2021",21.0060839,28.4203949,69.6393152,1.3818326,120.44762659999999
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021","June, 2021",439.5712671,488.10258,744.4446639,557.5145445,2229.6330555000004
India,Delhi,"Financial Year (Apr - Mar), 2021","June, 2021",497.1287902,601.8891166,1494.282565,62.323757,2655.6242288000003
India,Goa,"Financial Year (Apr - Mar), 2021","June, 2021",65.4961552,84.452843,105.0907564,1.2949951,256.33474970000003
India,Gujarat,"Financial Year (Apr - Mar), 2021","June, 2021",1739.554113,2081.715254,1952.494017,353.9732037,6127.7365877
India,Haryana,"Financial Year (Apr - Mar), 2021","June, 2021",678.7003331,870.2784464,2096.919887,155.0901765,3800.988843
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021","June, 2021",87.3143327,119.8741577,311.1283762,0.7821791,519.0990456999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021","June, 2021",75.5809967,123.7818341,95.2498663,5.1323599,299.745057
India,Jharkhand,"Financial Year (Apr - Mar), 2021","June, 2021",316.161233,391.8207115,843.6160869,479.9352856,2031.5333170000001
India,Karnataka,"Financial Year (Apr - Mar), 2021","June, 2021",1237.192954,1501.723101,2119.155719,245.015327,5103.087101
India,Kerala,"Financial Year (Apr - Mar), 2021","June, 2021",313.1919917,438.4637105,244.6083504,2.1187654,998.382818
India,Ladakh,"Financial Year (Apr - Mar), 2021","June, 2021",2.1255303,2.940362,0.9933731,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2021","June, 2021",0.1832347,0.1842504,0.1149764,0.0001218,0.4825833
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021","June, 2021",437.9799754,556.0787926,545.7642717,558.6177708,2098.4408105
India,Maharashtra,"Financial Year (Apr - Mar), 2021","June, 2021",3814.757486,4411.371915,4553.300387,942.426702,13721.856490000002
India,Manipur,"Financial Year (Apr - Mar), 2021","June, 2021",8.6400969,11.0578557,2.1081457,0.0361192,21.842217500000004
India,Meghalaya,"Financial Year (Apr - Mar), 2021","June, 2021",13.9755327,17.2628734,73.4615982,0.1456447,104.845649
India,Mizoram,"Financial Year (Apr - Mar), 2021","June, 2021",5.7894753,7.9218374,3.6431832,0.0220196,17.3765155
India,Nagaland,"Financial Year (Apr - Mar), 2021","June, 2021",11.3048121,15.5526589,2.8890814,0.3946067,30.1411591
India,Odisha,"Financial Year (Apr - Mar), 2021","June, 2021",743.1637031,858.8256828,842.6469761,555.2675814,2999.9039433999997
India,Puducherry,"Financial Year (Apr - Mar), 2021","June, 2021",12.8370121,20.476162,70.545264,0.2167318,104.0751699
India,Punjab,"Financial Year (Apr - Mar), 2021","June, 2021",274.9136173,410.8542455,407.8080223,17.5593798,1111.1352649
India,Rajasthan,"Financial Year (Apr - Mar), 2021","June, 2021",621.0881171,781.4477295,683.5435756,89.87525,2175.9546722
India,Sikkim,"Financial Year (Apr - Mar), 2021","June, 2021",11.0424507,17.7529003,182.9244066,0.0056531,211.7254107
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021","June, 2021",1152.642174,1499.143468,1395.944242,331.8934489,4379.6233329
India,Telangana,"Financial Year (Apr - Mar), 2021","June, 2021",662.3137324,872.7636235,850.3066072,459.7968439,2845.180807
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2021","June, 2021",38.824496500000000000000000000,46.863185600000000000000000000,157.354976100000000000000000000,0.084316300000000000000000000,242.804272200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2021","June, 2021",16.1895558,21.8517022,4.5764865,0.0940542,42.7117987
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021","June, 2021",1091.478025,1540.301726,1175.668898,780.9148605,4588.3635095
India,Uttarakhand,"Financial Year (Apr - Mar), 2021","June, 2021",154.8933044,209.1442091,332.4863727,5.7704609,702.2943471000001
India,West Bengal,"Financial Year (Apr - Mar), 2021","June, 2021",820.1068643,1020.945764,659.2099206,243.6809665,2743.9435154000003
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021","May, 2021",19.4171669,25.8429569,3.0373134,0.0001707,48.2976079
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021","May, 2021",431.4985009,611.3668745,856.4674025,174.5644783,2073.8972562
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021","May, 2021",13.7007319,17.6466183,5.1300255,0.0106775,36.4880532
India,Assam,"Financial Year (Apr - Mar), 2021","May, 2021",218.6799343,294.6823991,234.7191507,21.5330921,769.6145762
India,Bihar,"Financial Year (Apr - Mar), 2021","May, 2021",198.915342,366.6491833,110.9239285,172.5500177,849.0384715
India,Chandigarh,"Financial Year (Apr - Mar), 2021","May, 2021",21.6774036,25.5005835,81.5660524,1.2065076,129.95054710000002
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021","May, 2021",337.8770519,389.1460833,774.0645676,524.8832617,2025.9709645
India,Delhi,"Financial Year (Apr - Mar), 2021","May, 2021",538.035337,624.0691012,1533.235907,75.4813822,2770.8217274000003
India,Goa,"Financial Year (Apr - Mar), 2021","May, 2021",52.0062075,74.4612384,101.5204298,0.9748348,228.96271050000001
India,Gujarat,"Financial Year (Apr - Mar), 2021","May, 2021",1655.658222,2042.766944,2074.08111,609.2873415,6381.7936175
India,Haryana,"Financial Year (Apr - Mar), 2021","May, 2021",722.1795979,921.8298668,2591.743943,427.2339885,4662.9873962
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021","May, 2021",75.1611026,109.6126228,354.6813927,0.6308057,540.0859237999999
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021","May, 2021",60.7409641,93.2207309,74.393636,3.6769658,232.03229680000004
India,Jharkhand,"Financial Year (Apr - Mar), 2021","May, 2021",300.8094644,382.3178532,841.3545207,488.5130854,2012.9949237
India,Karnataka,"Financial Year (Apr - Mar), 2021","May, 2021",1229.730331,1538.501678,2156.764322,828.8783642,5753.8746952
India,Kerala,"Financial Year (Apr - Mar), 2021","May, 2021",319.9193059,477.1799789,346.9916851,2.4312348,1146.5222047
India,Ladakh,"Financial Year (Apr - Mar), 2021","May, 2021",1.8053922,3.0515856,0.4516536,0.0022967,5.3109281
India,Lakshadweep,"Financial Year (Apr - Mar), 2021","May, 2021",0.0856891,0.1486659,0.0338834,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021","May, 2021",382.9008648,491.0418853,578.9750296,475.484478,1928.4022577
India,Maharashtra,"Financial Year (Apr - Mar), 2021","May, 2021",3760.781489,4433.187252,4360.525172,1010.926154,13565.420067000001
India,Manipur,"Financial Year (Apr - Mar), 2021","May, 2021",7.7123574,10.5293573,3.3700289,0.0036199,21.6153635
India,Meghalaya,"Financial Year (Apr - Mar), 2021","May, 2021",14.2340395,16.7468446,93.1380635,0.2131965,124.3321441
India,Mizoram,"Financial Year (Apr - Mar), 2021","May, 2021",4.9421336,6.8875382,2.8900711,0.0053461,14.725089
India,Nagaland,"Financial Year (Apr - Mar), 2021","May, 2021",11.2682878,14.6279542,3.4555209,0.0473897,29.3991526
India,Odisha,"Financial Year (Apr - Mar), 2021","May, 2021",690.3243027,827.4315708,1094.696033,584.2981977,3196.7501042
India,Puducherry,"Financial Year (Apr - Mar), 2021","May, 2021",11.6653584,17.3028675,93.7465084,0.4046858,123.1194201
India,Punjab,"Financial Year (Apr - Mar), 2021","May, 2021",288.2657144,462.9509589,493.1311446,21.42861,1265.7764278999998
India,Rajasthan,"Financial Year (Apr - Mar), 2021","May, 2021",579.2585809,782.0845154,913.5274556,189.0117691,2463.882321
India,Sikkim,"Financial Year (Apr - Mar), 2021","May, 2021",10.3027148,11.8715598,227.5967219,0.0303036,249.8013001
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021","May, 2021",1325.488305,1764.112407,1834.607383,667.5164,5591.724495
India,Telangana,"Financial Year (Apr - Mar), 2021","May, 2021",622.6329179,856.2973481,904.6669843,600.7561083,2984.3533586000003
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2021","May, 2021",28.095393600000000000000000000,34.802977500000000000000000000,165.614221600000000000000000000,0.088358300000000000000000000,228.4285772000000300000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2021","May, 2021",13.8959462,19.217127,5.9818124,0.0477329,39.142618500000005
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021","May, 2021",1002.213523,1436.926294,1223.235552,1047.180487,4709.555856000001
India,Uttarakhand,"Financial Year (Apr - Mar), 2021","May, 2021",156.3284472,224.7442387,503.2724599,9.0730002,893.418146
India,West Bengal,"Financial Year (Apr - Mar), 2021","May, 2021",1007.045824,1322.102264,842.2003418,418.8611891,3590.2096189
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021","April, 2021",23.9381156,32.0936938,4.5558696,0.0088232,60.5965022
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021","April, 2021",804.0424325,1079.070712,1192.562392,269.6216572,3345.2971936999998
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021","April, 2021",43.6541404,51.046122,8.3196114,0.2198403,103.2397141
India,Assam,"Financial Year (Apr - Mar), 2021","April, 2021",376.4607397,457.3274889,269.0366472,47.7619434,1150.5868192
India,Bihar,"Financial Year (Apr - Mar), 2021","April, 2021",440.5354007,675.7251503,227.9459894,164.0026984,1508.2092388
India,Chandigarh,"Financial Year (Apr - Mar), 2021","April, 2021",35.2844675,48.9691629,118.2316125,0.8050908,203.2903337
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021","April, 2021",514.126196,586.1793168,869.8789109,702.3859862,2672.5704099
India,Delhi,"Financial Year (Apr - Mar), 2021","April, 2021",1146.103558,1375.866279,2449.034894,82.2851724,5053.2899034
India,Goa,"Financial Year (Apr - Mar), 2021","April, 2021",107.4127186,146.8432237,143.8450221,2.6196074,400.7205718
India,Gujarat,"Financial Year (Apr - Mar), 2021","April, 2021",2769.851112,3323.040541,2967.185905,572.2792718,9632.3568298
India,Haryana,"Financial Year (Apr - Mar), 2021","April, 2021",1038.458086,1450.91653,3677.264307,491.666661,6658.305584000001
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021","April, 2021",142.4073971,196.6962837,423.8690379,0.8732961,763.8460148
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021","April, 2021",150.7951541,244.6316815,109.0159729,4.4157445,508.85855300000003
India,Jharkhand,"Financial Year (Apr - Mar), 2021","April, 2021",574.4444719,734.3007111,1103.593429,543.9254719,2956.2640839
India,Karnataka,"Financial Year (Apr - Mar), 2021","April, 2021",2438.17467,3064.045098,3570.319357,882.8732616,9955.412386599999
India,Kerala,"Financial Year (Apr - Mar), 2021","April, 2021",796.3090896,1075.877137,582.2987563,11.8301519,2466.3151348
India,Ladakh,"Financial Year (Apr - Mar), 2021","April, 2021",12.0152225,15.3321484,3.4403618,0.0150816,30.802814299999998
India,Lakshadweep,"Financial Year (Apr - Mar), 2021","April, 2021",1.6197587,1.7639026,0.3362398,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021","April, 2021",745.0157638,970.1357606,796.3118924,538.563414,3050.0268308000004
India,Maharashtra,"Financial Year (Apr - Mar), 2021","April, 2021",5900.293443,7029.041624,8012.671031,1070.624702,22012.6308
India,Manipur,"Financial Year (Apr - Mar), 2021","April, 2021",43.4259664,55.3889424,3.6082394,0.2497382,102.6728864
India,Meghalaya,"Financial Year (Apr - Mar), 2021","April, 2021",39.6652108,46.3485882,119.6708627,0.4325447,206.1172064
India,Mizoram,"Financial Year (Apr - Mar), 2021","April, 2021",22.1355808,30.1005061,5.0919394,0.0122577,57.340284000000004
India,Nagaland,"Financial Year (Apr - Mar), 2021","April, 2021",19.1335116,24.3795185,7.6228487,0.4652474,51.601126199999996
India,Odisha,"Financial Year (Apr - Mar), 2021","April, 2021",952.4277025,1126.673766,1157.054289,613.3258574,3849.4816149
India,Puducherry,"Financial Year (Apr - Mar), 2021","April, 2021",22.0269511,34.9828438,112.1950362,0.2820301,169.4868612
India,Punjab,"Financial Year (Apr - Mar), 2021","April, 2021",466.4024448,728.6794131,708.4938487,20.5279163,1924.1036229000001
India,Rajasthan,"Financial Year (Apr - Mar), 2021","April, 2021",1044.748408,1368.784464,1276.011451,130.7858527,3820.3301757
India,Sikkim,"Financial Year (Apr - Mar), 2021","April, 2021",25.0167217,34.938285,197.7491361,0.1485834,257.8527262
India,Tamil Nadu,"Financial Year (Apr - Mar), 2021","April, 2021",2294.029772,3121.78981,3022.376096,411.1672554,8849.3629334
India,Telangana,"Financial Year (Apr - Mar), 2021","April, 2021",1121.655125,1460.283886,1251.081088,429.1343759,4262.1544748999995
India,The Dadra and Nagar Haveli and Daman and Diu,"Financial Year (Apr - Mar), 2021","April, 2021",35.935130300000000000000000000,45.795802500000000000000000000,211.057552900000000000000000000,0.064829300000000000000000000,292.114351200000000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2021","April, 2021",43.532863,56.9328259,9.4508871,0.1555037,110.0720797
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2021","April, 2021",1746.119606,2493.749923,2031.182511,1083.946865,7354.9989049999995
India,Uttarakhand,"Financial Year (Apr - Mar), 2021","April, 2021",256.1640116,389.9005607,761.3987239,14.4728605,1421.9361567
India,West Bengal,"Financial Year (Apr - Mar), 2021","April, 2021",1624.725176,2019.539676,1219.834296,371.7470419,5235.8461899
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2020","March, 2021",9.7238,12.9279,2.8999,0.1052,25.656799999999997
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020","March, 2021",590.2526,803.235,1075.06,216.5414,2685.089
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020","March, 2021",38.5924,44.7862,8.6269,0.024,92.02950000000001
India,Assam,"Financial Year (Apr - Mar), 2020","March, 2021",319.0718,399.8942,257.7938,27.8879,1004.6477
India,Bihar,"Financial Year (Apr - Mar), 2020","March, 2021",347.1981,581.7662,150.9005,115.8805,1195.7453
India,Chandigarh,"Financial Year (Apr - Mar), 2020","March, 2021",31.8131,41.048,91.9363,0.47,165.26739999999998
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020","March, 2021",542.1991,622.4698,890.1697,489.2897,2544.1283
India,Delhi,"Financial Year (Apr - Mar), 2020","March, 2021",783.4097,951.9396,2090.3122,100.3093,3925.9708
India,Goa,"Financial Year (Apr - Mar), 2020","March, 2021",98.1806,136.0566,108.2624,1.7776,344.2772
India,Gujarat,"Financial Year (Apr - Mar), 2020","March, 2021",2310.4309,2815.0582,2629.0435,442.505,8197.0376
India,Haryana,"Financial Year (Apr - Mar), 2020","March, 2021",930.0153,1260.7564,3104.7178,414.113,5709.6025
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020","March, 2021",117.5896,157.0507,411.7238,0.5194,686.8835
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2020","March, 2021",99.4058,163.1758,85.9775,3.0471,351.6062
India,Jharkhand,"Financial Year (Apr - Mar), 2020","March, 2021",498.2117,640.2707,846.4319,431.2186,2416.1329
India,Karnataka,"Financial Year (Apr - Mar), 2020","March, 2021",1878.9143,2377.7126,2834.1489,824.2017,7914.977499999999
India,Kerala,"Financial Year (Apr - Mar), 2020","March, 2021",637.2895,863.8868,322.1031,4.6557,1827.9351000000001
India,Ladakh,"Financial Year (Apr - Mar), 2020","March, 2021",5.666,6.3702,1.5888,0.0412,13.6662
India,Lakshadweep,"Financial Year (Apr - Mar), 2020","March, 2021",0.6381,0.8239,0.0777,0.0,1.5397
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020","March, 2021",669.5372,847.3543,755.9897,455.6118,2728.493
India,Maharashtra,"Financial Year (Apr - Mar), 2020","March, 2021",4833.7444,5669.2231,5444.2173,1091.3075,17038.492299999998
India,Manipur,"Financial Year (Apr - Mar), 2020","March, 2021",20.6864,24.9215,4.5879,0.1637,50.3595
India,Meghalaya,"Financial Year (Apr - Mar), 2020","March, 2021",23.2748,34.1322,94.2809,0.2808,151.9687
India,Mizoram,"Financial Year (Apr - Mar), 2020","March, 2021",10.8373,14.7037,9.2807,0.1048,34.9265
India,Nagaland,"Financial Year (Apr - Mar), 2020","March, 2021",17.2313,21.6399,6.0414,0.5666,45.479200000000006
India,Odisha,"Financial Year (Apr - Mar), 2020","March, 2021",762.9944,954.6244,1036.5872,531.0876,3285.2936
India,Puducherry,"Financial Year (Apr - Mar), 2020","March, 2021",21.3278,31.6846,107.8959,0.1291,161.0374
India,Punjab,"Financial Year (Apr - Mar), 2020","March, 2021",349.5393,544.3493,450.8767,17.083,1361.8483
India,Rajasthan,"Financial Year (Apr - Mar), 2020","March, 2021",852.35,1132.5231,1236.9133,130.0032,3351.7896
India,Sikkim,"Financial Year (Apr - Mar), 2020","March, 2021",13.6595,19.9494,179.8199,0.2298,213.6586
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020","March, 2021",1914.5343,2568.1702,2315.8795,780.5922,7579.1762
